trial_idx,hash,type,short_name,movie_name,label,is_natural
0,5mN+CgYzRIj4/bP+VH8Y,Clip,sports1m,1984 Winter Olympics - Mens Luge 2nd Run - Part 3,Sports1M,True
1,ImuSRQUQ9N4iUC010zUk,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
2,A3SF4sP0ffZXbfnyUGw0,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
3,FYcu7JS6q8kG7S//hXzq,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
4,qiBBaBtFVdb9F/zD+y1O,Clip,Rendered,templeinterior_027-1-2-70-0_54.83.154.242,Rendered,True
5,mR9hqOW1IBAzD5SOAu17,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True
6,QmynNYnz4Q0hMBpTZ/xv,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
7,gpu0WyfdPMgXV/xhy6ZP,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
8,0ir9/br3yxbe2BBf65zF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
9,NM2SnnQwIoj8iKOMP6xA,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
10,F5KOXJGuqZljKK9USGu/,Clip,sports1m,2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR,Sports1M,True
11,uWDM4AAJ+PIdXzpPxOha,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
12,ZJvulWBItHtLlDVkIntm,Trippy,UNKNOWN,UNKNOWN,Trippy,False
13,gOR8lxEY3P29WrEBrHVD,Trippy,UNKNOWN,UNKNOWN,Trippy,False
14,FwG4V5nAZdXPlcAEu/X9,Trippy,UNKNOWN,UNKNOWN,Trippy,False
15,zcz9H/fzww6BdAJTTzoe,Trippy,UNKNOWN,UNKNOWN,Trippy,False
16,cgM47I51C5DD66ojapUm,Clip,Rendered,medievalsewer_065-1-6-70-0_54.165.28.255,Rendered,True
17,b0c2FG0D/Pp6NCtK2XAY,Clip,Rendered,ancienttomb_093-1-4-70-0_107.23.36.15,Rendered,True
18,2WKn4exHCqxlascGShIJ,Clip,Rendered,ancienttomb_041-1-4-70-0_34.239.124.192,Rendered,True
19,VnmGw0bzrtz9srThPCVX,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
20,OVK30RyRpOnA8Iz/MF7O,Clip,sports1m,1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race,Sports1M,True
21,cCXzcuJ63H1ycQAthj7r,Clip,sports1m,1995 bmx vert bs contest  mat hoffman bike park okc,Sports1M,True
22,UIRT1CCHgVDfheNGYQd6,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
23,Qtx9ZilPEN9mdem3G1lL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True
24,8PA1UPAZQPiLL4qyfbe0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
25,yCXacouyIMBJMNQBQeSe,Clip,sports1m,2009 Univest Grand Prix Road Race PA,Sports1M,True
26,cX1uqe3yuBtkCRNeZPSD,Clip,Rendered,lowpolyjungle_125-1-9-70-0_54.175.147.171,Rendered,True
27,0JcYLY6eaQxNgD0AqyHf,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
28,NWqTwzuwGakTM37kHKK4,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
29,ik5DKO+EInbAGwcH0BfB,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True
30,dHvGJAD7cN8KboJxFF4/,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True
31,zlQ935qW1A8YOiseS7gY,Clip,Rendered,medievalsewer_132-1-6-70-0_54.210.37.143,Rendered,True
32,XoerXglPXrngFUI5uTG6,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True
33,EKhyHmLj04EcBoR25T/e,Clip,Rendered,americandiner_079-1-5-70-0_184.73.123.94,Rendered,True
34,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
