trial_idx,hash,type,short_name,movie_name,label,is_natural
0,gkzSCG6BhPtUN0PM1dik,Clip,sports1m,2011 August 30 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
1,6rMXMbWRbl/o8e/1lfr7,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
2,si+70DqPhf9IuG8XhPP1,Clip,sports1m,2012 USCS Lambert Park XC Mountain Bike Race (Stabilized),Sports1M,True
3,brE6zlE+i7pQG4ofZFuX,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
4,k7fWOAWoqQ75Koq9mgcJ,Clip,sports1m,1-Piece Crank Replacement BBT Bearing Repack on Cruiser Bike,Sports1M,True
5,niovkKsVlGIx4jNpsXFg,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
6,/TixrV3iWosHIkU4OiWR,Trippy,UNKNOWN,UNKNOWN,Trippy,False
7,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False
8,8b4ENJy/CLwAAbGFv0ki,Trippy,UNKNOWN,UNKNOWN,Trippy,False
9,U6NqQRL+v/N/9xnLSH2y,Trippy,UNKNOWN,UNKNOWN,Trippy,False
10,4tIOoaR5VNXdEFB3JLsd,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
11,wrhbg7/9C5fsnGqt95w/,Clip,sports1m,2012 UNIV WORLDS Erickson (USA) dec Allikma (EST) 120 kg Greco repechage,Sports1M,True
12,gnKtNfR9QYEW0PRkfRU4,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
13,LfckM0X1gCCgUlsmXIea,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
14,Ta17hPcaONVDy5sPjE9z,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
15,mpoHL5UE5tDtz7b51b3H,Clip,Rendered,americandiner_042-1-5-70-0_54.173.97.201,Rendered,True
16,UIRT1CCHgVDfheNGYQd6,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
17,Qtx9ZilPEN9mdem3G1lL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True
18,8PA1UPAZQPiLL4qyfbe0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
19,yCXacouyIMBJMNQBQeSe,Clip,sports1m,2009 Univest Grand Prix Road Race PA,Sports1M,True
20,cX1uqe3yuBtkCRNeZPSD,Clip,Rendered,lowpolyjungle_125-1-9-70-0_54.175.147.171,Rendered,True
21,0JcYLY6eaQxNgD0AqyHf,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
22,J4PH3ez0PBmcINVwekyF,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True
23,n2kq4Nv6UNm4wJbdtuHM,Clip,sports1m,2010 WORLDS Justin Ruiz (USA) dec Richard Karelson (EST) 96 kg GR,Sports1M,True
24,iYxs1vPwdSenUzRva/I3,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
25,N1Sn679rCW0XsG5S7c/C,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
26,jlM0Ornu8Dw2nAXCwego,Clip,Rendered,mountainlake_047-1-0-70-0_54.89.40.102,Rendered,True
27,iXM+aZY10zP+t3wPmZOW,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
28,R7+uEfv3PJRTxi47TIMH,Clip,Rendered,ancienttomb_046-1-4-70-0_34.239.124.192,Rendered,True
29,uBwgAAGv8gjmzFwntQMZ,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
30,UaiY2sa2CoGsjJ4mgwhf,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True
31,FQ+EnVtxlXJyC8/+QhS/,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
32,WMNDanPOvrxQ2omjjUel,Clip,sports1m,2009- 9th Annual Bitter Cold Showdown,Sports1M,True
33,JlSwhbDC1JESa9X7brjc,Clip,Rendered,subway_081-1-3-70-0_54.83.154.242,Rendered,True
34,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
35,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
36,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
37,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
38,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
39,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
40,pj3c8Cla5Dkk8kR3dFxH,Clip,Rendered,ancienttomb_088-1-4-70-0_34.203.243.27,Rendered,True
41,XmD402KX2+TUQeI0l4V9,Clip,Rendered,americandiner_050-1-5-70-0_52.207.221.173,Rendered,True
42,wkfdrUEoxsbzgWZ9sAWD,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
43,I6iAxowNm5hcsKCOR0pD,Clip,sports1m,2009 National Rottweiler Show  Hughy Carting,Sports1M,True
44,dSr8dz8ecAJIU4qF14hF,Clip,Rendered,subway_023-1-3-70-0_107.23.36.15,Rendered,True
45,ngyJz3Nhzq/DN+q1HoVc,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
46,qIsMB49cm5FDAz/+K5r3,Clip,Rendered,medievalsewer_030-1-6-70-0_34.203.243.27,Rendered,True
47,nLwDtlzKpMrnYMgOoiTi,Clip,sports1m,2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True
48,K/SwFbj8ztUFup5R87fJ,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
49,tYCC5pr04bAgRn9++p9c,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True
50,UvkzYDv/X0EDn0i+Ul+P,Clip,Rendered,swamp_050-1-11-70-0_54.205.66.32,Rendered,True
51,9MPC9NS4KaE9hxuxiyDS,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True
52,KjDfO15MEsKyQ1ecL7gs,Clip,Rendered,run257-mountainLake-1-0,Rendered,True
53,W72D46ICk0GV1uh0E98o,Clip,Cinematic,The Matrix (1999),Cinematic,True
54,rKhBb2Q+dILxw3t33TsJ,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
55,YfqXNa8nksH/H4Q7tw5G,Clip,Rendered,lowpolyjungle_118-1-9-70-0_54.83.154.242,Rendered,True
56,OFk94miLCLRW7fhR6BQE,Clip,Rendered,swamp_075-1-11-70-0_54.165.28.255,Rendered,True
57,VIxFQLvrzWwvLKX9CM5N,Clip,sports1m,1995 bmx vert bs contest  mat hoffman bike park okc,Sports1M,True
58,RL8zpBtdUqrcItpujIVj,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
59,L313XjQzD6eqzIitZmbl,Clip,Rendered,subway_129-1-3-70-0_54.159.174.165,Rendered,True
60,G8GCQlSYxw5oG/LVKDs2,Clip,Rendered,americandiner_099-1-5-70-0_184.73.123.94,Rendered,True
