trial_idx,hash,type,short_name,movie_name,label,is_natural
0,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True
1,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True
2,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True
3,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
4,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True
5,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True
6,pEXPIhljx9mhrz9sCx2c,Trippy,UNKNOWN,UNKNOWN,Trippy,False
7,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False
8,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False
9,c6il6/HFHBatfpiQJdgg,Trippy,UNKNOWN,UNKNOWN,Trippy,False
10,RL8zpBtdUqrcItpujIVj,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
11,L313XjQzD6eqzIitZmbl,Clip,Rendered,subway_129-1-3-70-0_54.159.174.165,Rendered,True
12,G8GCQlSYxw5oG/LVKDs2,Clip,Rendered,americandiner_099-1-5-70-0_184.73.123.94,Rendered,True
13,YxZMp94AewnnwYmjI/0v,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
14,wE8wskQ2OpXgYdnpm+o0,Clip,sports1m,13 Rottenmanner Tauern-Adventure-Race,Sports1M,True
15,Hx7nWm9l4FGDuTlUO/17,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
16,APccFaui8xmgaLPZxjAA,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True
17,hclIiiBW4rID0gjoYwbv,Clip,sports1m,14 ª volta ciclistica internacional do grande A B C D 2011 elite,Sports1M,True
