trial_idx,hash,type,short_name,movie_name,label,is_natural
0,JEL5/i5FccX4ykUOKaDW,Clip,sports1m,2 of 2 - 2011 ICup Cholla Challenge XC Mountain Bike Race,Sports1M,True
1,AAQ1HNKGrg1cIXlMw7nz,Clip,Cinematic,The Matrix (1999),Cinematic,True
2,ksTS42zV+O0YJqa0+s4Y,Clip,sports1m,2012 August 14 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
3,m5JLObtSRnbRKw1ukcSE,Clip,sports1m,2011 Comp Season,Sports1M,True
4,L8Z/mji+v1WipuJe4GaL,Clip,sports1m,2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True
5,3+VHi96yg36hu1kI8ZBn,Clip,sports1m,1 of 2 - 2011 ICup Red Rock Desert Rampage XC Mountain Bike Race,Sports1M,True
6,DKYV7TrfEl+C8nvadH+1,Monet2,UNKNOWN,UNKNOWN,Monet2,False
7,+rgSVBVRE8Ij1WNhq8ZW,Monet2,UNKNOWN,UNKNOWN,Monet2,False
8,GHn0W57E+2PS+Qr5yD2r,Monet2,UNKNOWN,UNKNOWN,Monet2,False
9,u0ftbdrw9UHzSHDe1o4f,Monet2,UNKNOWN,UNKNOWN,Monet2,False
10,JOYs8Wny1GJlw6AxCVo5,Clip,Rendered,lowpolyjungle_015-1-9-70-0_54.175.147.171,Rendered,True
11,mG4xsIyTTnaRWKW82yeD,Clip,Cinematic,The Matrix (1999),Cinematic,True
12,hnYVTt6SOC5gw43jdDOb,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
13,HvUTYlGssHeK5Ub4iNLY,Clip,Rendered,mountainlake_075-1-0-70-0_52.205.253.179,Rendered,True
14,pBsrFShgY2qLi+7xYSGi,Clip,sports1m,1984 Winter Olympics - Mens Luge 1st run - Part 1,Sports1M,True
15,IPvYT7eXLYJ557HrVPnG,Clip,sports1m,1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race,Sports1M,True
16,tRgm529SPpQspr220FRm,Trippy,UNKNOWN,UNKNOWN,Trippy,False
17,bPIYtu0PZKbei9UFlwH6,Trippy,UNKNOWN,UNKNOWN,Trippy,False
18,2L0dFgMONTKcgyZJiM/T,Trippy,UNKNOWN,UNKNOWN,Trippy,False
19,zcz9H/fzww6BdAJTTzoe,Trippy,UNKNOWN,UNKNOWN,Trippy,False
20,JNYUnhFvI0mZbwN58E20,Clip,Rendered,swamp_124-1-11-70-0_34.239.124.192,Rendered,True
21,7keiPs7vk9CHNrtDuOxL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True
22,t24nBc6mpih4DR5C/qVP,Clip,Rendered,subway_016-1-3-70-0_52.205.253.179,Rendered,True
23,JzIVwvytTHCEhcYc0EkS,Clip,sports1m,2012 UNIV WORLDS Stenberg (USA) dec Sasunouski (BLR) 84 kg Greco bout,Sports1M,True
24,shDuGRZylVmZLCBFIVeP,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True
25,ysjy6YgGXX5+mcx52KSM,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
26,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True
27,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True
28,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
29,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True
30,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True
31,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
32,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
33,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
34,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
35,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
36,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
37,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
38,OGDpg6WW49pnyTOTgYAR,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
39,f20vYP5GosM7fnjAc8om,Clip,Cinematic,The Matrix (1999),Cinematic,True
40,YO1lUcfNiJnGpmGPY5bt,Clip,sports1m,1984 Winter Olympics - Mens Luge 4th Run - Part 1,Sports1M,True
