trial_idx,hash,type,short_name,movie_name,label,is_natural
0,+2PGTTYOs/nE3q8zaYUA,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
1,zQ9In581RSCGEobvijOm,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
2,Nzrk633xCkyXRay3a91q,Clip,sports1m,2011 specialized rockhopper limited 29er (in 720),Sports1M,True
3,Y5zk5rJRHNS3caootApE,Clip,Cinematic,The Matrix (1999),Cinematic,True
4,Vx05iQ+fcKyDuLoyHgSK,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
5,/0MJJl6hCzFo3gxCJSmv,Clip,Rendered,ancienttomb_100-1-4-70-0_34.203.243.27,Rendered,True
6,4tIOoaR5VNXdEFB3JLsd,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
7,wrhbg7/9C5fsnGqt95w/,Clip,sports1m,2012 UNIV WORLDS Erickson (USA) dec Allikma (EST) 120 kg Greco repechage,Sports1M,True
8,gnKtNfR9QYEW0PRkfRU4,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
9,LfckM0X1gCCgUlsmXIea,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
10,Ta17hPcaONVDy5sPjE9z,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
11,mpoHL5UE5tDtz7b51b3H,Clip,Rendered,americandiner_042-1-5-70-0_54.173.97.201,Rendered,True
12,QmynNYnz4Q0hMBpTZ/xv,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
13,gpu0WyfdPMgXV/xhy6ZP,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
14,0ir9/br3yxbe2BBf65zF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
15,NM2SnnQwIoj8iKOMP6xA,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
16,F5KOXJGuqZljKK9USGu/,Clip,sports1m,2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR,Sports1M,True
