trial_idx,hash,type,short_name,movie_name,label,is_natural
0,WD0uyxvusJmVxfeKu9mZ,Monet2,UNKNOWN,UNKNOWN,Monet2,False
1,kEq0YeYOSSBtM1ZkWA1a,Monet2,UNKNOWN,UNKNOWN,Monet2,False
2,clN4ica4q7huSnWVFTFi,Monet2,UNKNOWN,UNKNOWN,Monet2,False
3,NnOFXtdjpcasByEfeJf9,Monet2,UNKNOWN,UNKNOWN,Monet2,False
4,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True
5,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True
6,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True
7,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
8,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True
9,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True
10,e9eVr8Agj8TsRJR3XEBg,Trippy,UNKNOWN,UNKNOWN,Trippy,False
11,tRgm529SPpQspr220FRm,Trippy,UNKNOWN,UNKNOWN,Trippy,False
12,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False
13,ZJvulWBItHtLlDVkIntm,Trippy,UNKNOWN,UNKNOWN,Trippy,False
14,/mHh9wOdDmhcA6tCkCkh,Clip,sports1m,2011 Vail Kids Adventure Race Promo,Sports1M,True
15,UBqKs2Q8WLxiJy9yTaLB,Clip,Rendered,lowpolyjungle_058-1-9-70-0_34.203.243.27,Rendered,True
16,pzDabGyuIZdEX2jegQCp,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
