trial_idx,hash,type,short_name,movie_name,label,is_natural
0,+rgSVBVRE8Ij1WNhq8ZW,Monet2,UNKNOWN,UNKNOWN,Monet2,False
1,aw5jWnBEeohV/edjq+kK,Monet2,UNKNOWN,UNKNOWN,Monet2,False
2,SzeVJsDzE+Ceeb3XK4TT,Monet2,UNKNOWN,UNKNOWN,Monet2,False
3,T7HmfsJsIVpbtSjUW3l3,Monet2,UNKNOWN,UNKNOWN,Monet2,False
4,WD0uyxvusJmVxfeKu9mZ,Monet2,UNKNOWN,UNKNOWN,Monet2,False
5,SdorJhaNYcCwFUPib+uu,Monet2,UNKNOWN,UNKNOWN,Monet2,False
6,7rP5Wc0iUI/IST1v65Ur,Monet2,UNKNOWN,UNKNOWN,Monet2,False
7,AZvr1UF39ygFqNxKr/8K,Monet2,UNKNOWN,UNKNOWN,Monet2,False
8,Mg5bLgoNvze3EPLB9rbZ,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True
9,yfFAPn1QpVQmEC2iXg07,Clip,Rendered,swamp_103-1-11-70-0_54.162.127.170,Rendered,True
10,fSfoxctVyPEoVzFOpsAw,Clip,Rendered,ancienttomb_068-1-4-70-0_34.239.124.192,Rendered,True
11,5Q4+LRPdnmpiazfLNOdJ,Clip,Rendered,mountainlake_006-1-0-70-0_184.73.123.94,Rendered,True
12,EyGfkWSsxEsE8f3GX5Ox,Clip,Rendered,lowpolyjungle_079-1-9-70-0_52.87.152.28,Rendered,True
13,Lp/pttdcIH1AZsCOGZuG,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
14,5RfuTFxbCEXVFLBkboSh,Monet2,UNKNOWN,UNKNOWN,Monet2,False
15,Sqv4lziRTQgtkUPYRRiM,Monet2,UNKNOWN,UNKNOWN,Monet2,False
16,ipzwWZ4m5CA/nBbfwDBB,Monet2,UNKNOWN,UNKNOWN,Monet2,False
17,GHn0W57E+2PS+Qr5yD2r,Monet2,UNKNOWN,UNKNOWN,Monet2,False
18,vmPknHn/mLfn59M28W7I,Monet2,UNKNOWN,UNKNOWN,Monet2,False
19,zIEZL4xO0igaZZdJ6ZYu,Monet2,UNKNOWN,UNKNOWN,Monet2,False
20,yv/S61fYnDSQcA9J6Nk8,Monet2,UNKNOWN,UNKNOWN,Monet2,False
21,AhdnKnbht5evM7QFI0Xq,Monet2,UNKNOWN,UNKNOWN,Monet2,False
22,syXMQnzYA57q1z03a2wP,Clip,sports1m,2010 Cervelo S1 (FULL),Sports1M,True
23,zxvq0yG4h23DKNcYYWBN,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
24,FPeyMp5K9F9lsTAmg7g1,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
25,tk/HnafQgGkq3md6TslN,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True
26,p1QffovYDeWSRK7jy8Qi,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
27,0uHcEnijbGt0N81W7cep,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
28,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
29,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
30,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
31,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
32,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
33,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
34,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True
35,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True
36,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True
37,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
38,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True
39,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True
40,jJ0bHZCr/cs41j8KzlAB,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
41,Fh5h6PGDXCVlW+Ncd0pS,Clip,Rendered,ancienttomb_039-1-4-70-0_54.159.174.165,Rendered,True
42,+bvfb9SK/sedZDDVgIPU,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
43,5UefbZt1XNCeFU5S0Y+f,Clip,Rendered,swamp_122-1-11-70-0_54.210.37.143,Rendered,True
44,A/PH0RXPZuo7K0g1D/g6,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True
45,dhPvFpqbw+oMvO8MAi71,Clip,Rendered,kowloon_050-1-8-70-0_52.87.152.28,Rendered,True
46,Rc9lMkx5sNQXFpxcjfkZ,Clip,Rendered,lowpolyjungle_134-1-9-70-0_52.205.253.179,Rendered,True
47,UD7HoEQqZg8VgbWI2h9E,Clip,Rendered,swamp_038-1-11-70-0_52.87.152.28,Rendered,True
48,faK9a20HO7g4NK+dkjLt,Clip,Rendered,mountainlake_038-1-0-70-0_54.196.24.32,Rendered,True
49,rB24mQAMLQ/lA14nUze2,Clip,Rendered,lowpolyjungle_007-1-9-70-0_54.83.154.242,Rendered,True
50,OV9x3TWnQtUcvN1W0RQZ,Clip,Rendered,ancienttomb_064-1-4-70-0_54.162.127.170,Rendered,True
51,zdMIWShQOivnLHpBqe5C,Clip,sports1m,2012 August 14 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
52,ubOIjeUGbsNAJqMPIDqU,Clip,Rendered,mountainlake_066-1-0-70-0_54.205.66.32,Rendered,True
53,ihsP/Q14/eSpxdQLR3F4,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
54,ClffawlgRfZbgKwX6zRB,Clip,Rendered,ancienttomb_100-1-4-70-0_54.209.141.225,Rendered,True
55,aedxogPGpb5IiLcjLo8c,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True
56,3wXTReOQa7mnr6Oz8aUf,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
57,0eP/PPhAGmbJ2peZOa/E,Clip,Rendered,ancienttomb_105-1-4-70-0_54.89.40.102,Rendered,True
58,8ooG2APeKcS5fjnXTTfN,Trippy,UNKNOWN,UNKNOWN,Trippy,False
59,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False
60,FwG4V5nAZdXPlcAEu/X9,Trippy,UNKNOWN,UNKNOWN,Trippy,False
61,ZJvulWBItHtLlDVkIntm,Trippy,UNKNOWN,UNKNOWN,Trippy,False
62,APccFaui8xmgaLPZxjAA,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True
63,hclIiiBW4rID0gjoYwbv,Clip,sports1m,14 ª volta ciclistica internacional do grande A B C D 2011 elite,Sports1M,True
64,ZW5GVcDmKHQQrQdljO9u,Clip,sports1m,1984 Winter Olympics - Mens Luge 2nd Run - Part 1,Sports1M,True
65,YWz8BdF7JHpb7SyGU3LO,Clip,Rendered,run125-lowPolyJungle-1-0,Rendered,True
66,otpDc+UZTnv0+G/1LL/A,Clip,Rendered,lowpolyjungle_129-1-9-70-0_52.87.152.28,Rendered,True
67,4ZE6JPeH4hCIesp0aRIB,Clip,Rendered,kowloon_110-1-8-70-0_54.209.141.225,Rendered,True
68,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
69,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
70,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
71,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
72,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
73,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
74,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True
75,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True
76,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
77,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True
78,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True
79,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
80,kEq0YeYOSSBtM1ZkWA1a,Monet2,UNKNOWN,UNKNOWN,Monet2,False
81,F+mVPGsHuWtaX0v05Ri2,Monet2,UNKNOWN,UNKNOWN,Monet2,False
82,YLuStB2eXkgOS+Cescsy,Monet2,UNKNOWN,UNKNOWN,Monet2,False
83,clN4ica4q7huSnWVFTFi,Monet2,UNKNOWN,UNKNOWN,Monet2,False
84,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False
85,RhToloZuJuFPwX+OmSuZ,Trippy,UNKNOWN,UNKNOWN,Trippy,False
86,EhwIk1vM51LHZPE6xFZX,Trippy,UNKNOWN,UNKNOWN,Trippy,False
87,w8wh6+Pq6Mye+q7EsXcM,Trippy,UNKNOWN,UNKNOWN,Trippy,False
88,bVabMfPZ/2MtNSiIuHWE,Clip,sports1m,2011 August 10 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True
89,ZIhCbrw/cyCdBHrB12zq,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True
90,Qh4YB3TMQ9UDg4p3cSGO,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True
91,4Q4mWtkWWFxbv1Pk4Ikk,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
92,Obev0wuTatLKcRF16s5Q,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True
93,FtVJ4QA75T0OWy5L/JTu,Clip,Rendered,darktemple_123-1-7-70-0_54.175.147.171,Rendered,True
94,RL8zpBtdUqrcItpujIVj,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
95,L313XjQzD6eqzIitZmbl,Clip,Rendered,subway_129-1-3-70-0_54.159.174.165,Rendered,True
